,Unnamed: 0,Accel,Decel,tau,lb,actionStepLength,minGap,error,jmDriveAfterYellowTime
38,63,3.135572096490444,1.0720600242036589,3.580354464958741,3.5181965347587028,1.3063286723592482,4.927886145803165,3.010692931628706e-05,0
39,64,3.295063551441781,2.765450608594733,2.5180941870240625,2.7885815432245,1.13059350045304,4.492238226640681,0.1025998741473471,0
40,65,3.641484109632434,3.580466232015676,1.6572308572301524,2.411066854925956,1.7983176528906122,5.625083091235003,0.0799354854875789,0
41,66,1.7431744368847375,3.0367376004677293,2.361870694514236,1.5244951276330685,0.2667019923538563,3.701748681021353,0.0386099153417805,0
42,67,3.0485874330786977,3.704020353377472,3.688598887282577,3.6329920039472574,1.15118247721143,4.337955735803553,0.001334001165033,0
43,72,2.1596079845668075,2.3959200065112114,4.557839292521456,3.5968943892983907,1.9571131216619349,5.508347200700925,0.0770845293611204,0
44,73,1.9988811991942104,1.880723654351343,3.1204985132962024,3.553192671632548,0.8194190150326196,4.103997220488975,6.345128728112508e-05,0
45,74,2.060104252548579,3.550446474267437,2.0136528153316027,2.274563020603747,1.36140752319716,4.167642640192734,0.0339004917317317,0
46,75,2.3908156001689376,1.6017179331695417,2.4512056619288227,1.6836140782718083,1.9940896568921107,4.035473657649334,0.0167996672158146,0
47,76,2.858968070283056,1.287194929933397,2.974165482049152,3.920057571234034,0.1752714566967325,5.166047942770346,0.0343794747070886,0
48,77,1.805974220871541,2.8815872645851157,3.875827286417105,3.5618532699898857,0.721565232323564,5.658842902408708,0.0960701993126798,0
49,78,2.3010957433446606,2.100247109539721,2.436235358900886,1.3000126549605326,1.1140690807720746,4.9136499816685255,0.0006690128991558,0
50,80,1.154866138173135,2.8295455470545754,4.161787206285811,1.3213211104667515,0.8294177540963218,7.59872165344126,0.1549564877572384,0
51,86,3.1897315260727925,2.3100491306200364,4.410901059535178,2.843470076723995,0.2754477463796063,4.846278130707732,0.0525021390695629,0
52,87,1.884627780536231,2.319102338823746,2.2485825746829087,1.582505106702599,1.173010905772773,5.8099050953419145,0.0477922578868456,0
53,89,0.8932545385249635,3.737945789931589,4.261690888157216,2.682093816759998,1.6694758197509,8.001215225439857,0.039748775107666,0
